case_name,weight_kg,density_kg_m3,wing_area_m2,clmax_effective,effective_thrust_N,electric_thrust_proxy_N,hybrid_mass_penalty_kg,takeoff_proxy_index,landing_proxy_index
baseline_fixed_cycle_turbofan,90673.59118205609,1.225000018124288,160.0,2.35,218466.77980976296,0.0,0.0,7857.667309022469,1291.9393037068376
adaptive_cycle_turbofan,88907.94253924504,1.225000018124288,160.0,2.35,228270.47655372607,0.0,0.0,7230.174613347759,1287.753860168884
adaptive_cycle_plus_hybrid_electric,93602.44604537584,1.225000018124288,160.0,2.5450276477849134,179589.94105896077,35750.4,4200.0,9405.570797792094,1347.7497482992721
