case_id,propulsion_case,changed_parameter,changed_value,raw_all_segment_min_thrust_margin_N,approach_only_corrected_margin_N,corrected_all_segment_min_thrust_margin_N,raw_low_thrust_margin,approach_only_corrected_low_thrust_margin,corrected_all_segment_low_thrust_margin,approach_only_model_sensitive,sizing_or_schedule_low_thrust,unmet_electric_load_Wh,conclusion_status_approach_corrected,conclusion_status_all_segment_corrected
V05-0091_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-177356.87369571358,-36399.82685308129,-40640.42965775622,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0092_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-176456.9661040726,-45381.10489916109,-45381.10489916109,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0093_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-181818.89654500122,-47297.155431037856,-47297.155431037856,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0094_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-154086.69079235394,-15282.657826211129,-56599.006886100906,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0095_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-159408.32706444728,-17184.794473054935,-59952.65616309071,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0096_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-174629.60076759613,-34664.771727219566,-40483.44132134838,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0097_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-180156.51320582523,-36676.937847335685,-41243.725645034305,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0098_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-146159.75334187117,-2201.998594579709,-61521.72016309072,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0099_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-151682.47633877795,-4213.015432298707,-64659.84816309075,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0100_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-98690.03222377482,26182.369935111186,-38874.307203571436,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0101_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-98690.03222377482,26182.369935111186,-38874.307203571436,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0102_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-98690.03222377482,26182.369935111186,-38874.307203571436,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0103_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-98690.03222377482,26182.369935111186,-38874.307203571436,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0104_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-106654.32443133049,23352.892276379855,-39970.02969683195,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0105_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-106654.32443133049,23352.892276379855,-39970.02969683195,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0106_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-106654.32443133049,23352.892276379855,-39970.02969683195,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0107_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=0,-106654.32443133049,23352.892276379855,-39970.02969683195,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0108_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-169797.92017002628,-38181.70093831676,-39109.45489777967,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0109_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-172444.88410327138,-39119.894488163496,-39473.62732765087,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0110_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-166263.54594290478,-32426.76710412657,-39114.28526696434,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0111_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-168910.94515260786,-33365.20000268266,-39478.51739906855,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0112_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-171975.74689296624,-32991.303103164566,-40215.39683946098,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0113_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-174720.58904093114,-33983.31359282887,-40592.994189773104,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0114_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-174303.61986181609,-35295.88166814798,-40220.4063197255,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0115_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=4e+06,-177048.89731812847,-36288.13152439018,-40598.06337664385,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0116_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-176121.66107725605,-45262.12825022667,-45262.12825022667,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0117_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-181487.23049660982,-47177.918699591755,-47177.918699591755,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0118_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-153718.04301910364,-15151.814141014605,-53795.73643678021,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0119_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-159078.17407160642,-17066.078060942236,-57238.69389613172,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0120_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-174313.09617779276,-34550.27549459664,-40439.90123986044,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0121_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-179874.05236127012,-36573.529976826314,-41204.87145359259,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0122_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-145845.13052463142,-2088.160104863069,-58960.17262580745,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0123_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=130000;total_electric_power_W=8e+06,-151400.29129106013,-4109.690367450006,-62403.13008515893,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0124_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-86072.22019250851,39269.41783749725,-36660.31802543983,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0125_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-86072.22019250851,39269.41783749725,-36660.31802543983,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0126_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-86072.22019250851,39269.41783749725,-36660.31802543983,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0127_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-86072.22019250851,39269.41783749725,-36660.31802543983,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0128_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-94075.14942164792,36420.8971967807,-37761.860436534706,True,False,True,True,True,0.0,rejected_above_mtow_upper,rejected_all_segment_low_thrust_margin
V05-0129_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-94075.14942164792,36420.8971967807,-37761.860436534706,True,False,True,True,True,0.0,rejected_above_mtow_upper,rejected_all_segment_low_thrust_margin
V05-0130_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-94075.14942164792,36420.8971967807,-37761.860436534706,True,False,True,True,True,0.0,rejected_above_mtow_upper,rejected_all_segment_low_thrust_margin
V05-0131_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-94075.14942164792,36420.8971967807,-37761.860436534706,True,False,True,True,True,0.0,rejected_above_mtow_upper,rejected_all_segment_low_thrust_margin
V05-0132_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-157114.94357858683,-25072.748515784187,-36886.60522917985,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0133_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-159774.5822887512,-26017.03689044081,-37252.69019391297,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0134_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-166922.6140636533,-32659.791605070874,-36891.456825907124,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0135_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-169582.68909375748,-33604.31991288654,-37257.601635987725,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0136_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-159331.14158822194,-19900.823083837313,-37998.332376162005,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0137_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-162089.00589984292,-20899.116552422318,-38377.88992116378,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0138_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-175001.0623983701,-35547.380324879065,-38003.36351312942,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0139_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-177759.3630605002,-36545.91374373215,-38382.98090767081,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0140_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-163446.63678186105,-32156.95187590504,-37105.37824610609,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0141_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-168837.81857775632,-34085.07446327871,-37847.41051737186,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0142_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-154476.8425524574,-15421.267211690487,-37130.60783209562,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0143_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-159863.92175038133,-17348.767147008562,-37872.07332583989,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0144_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-161677.62559183766,-21464.03508093136,-38224.194088174714,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0145_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-167264.9107126798,-23500.010338641783,-38993.12372113848,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0146_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-146644.50194112476,-2377.549514378945,-38249.51412458736,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0147_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,-152227.20951300595,-4412.645055373519,-39017.81182583299,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0148_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-85728.65798737266,39390.4028216719,-36613.02605836527,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0149_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-85728.65798737266,39390.4028216719,-36613.02605836527,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0150_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-85728.65798737266,39390.4028216719,-36613.02605836527,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0151_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-85728.65798737266,39390.4028216719,-36613.02605836527,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0152_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-93706.28480879267,36553.42030831422,-37711.092091571314,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0153_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-93706.28480879267,36553.42030831422,-37711.092091571314,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0154_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-93706.28480879267,36553.42030831422,-37711.092091571314,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0155_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=0,-93706.28480879267,36553.42030831422,-37711.092091571314,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0156_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-156758.43226066875,-24946.65983495883,-36837.53214706094,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0157_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,-159409.52543924047,-25887.049828511896,-37202.44301799693,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
