case_id,case_family,propulsion_case,design_variable_summary,min_margin_segment_name,raw_min_margin_segment_name,sea_level_static_thrust_N_per_engine,cruise_tsfc_multiplier,cruise_ld,mtow_upper_kg,total_electric_power_W,battery_capacity_Wh,max_generator_power_W_total,hybrid_mass_per_MW_kg,blown_flap_clmax_increment_fraction,approach_descent_angle_deg
V05-0160_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,4000000.0,1000000.0,2000000.0,150.0,0.0,-3.0
V05-0161_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,4000000.0,1000000.0,2000000.0,400.0,0.0,-3.0
V05-0162_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,4000000.0,1000000.0,6000000.0,150.0,0.0,-3.0
V05-0163_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,4000000.0,1000000.0,6000000.0,400.0,0.0,-3.0
V05-0164_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,250000.0,2000000.0,150.0,0.0,-3.0
V05-0165_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,250000.0,2000000.0,400.0,0.0,-3.0
V05-0166_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,250000.0,6000000.0,150.0,0.0,-3.0
V05-0167_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,250000.0,6000000.0,400.0,0.0,-3.0
V05-0168_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,1000000.0,2000000.0,150.0,0.0,-3.0
V05-0169_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,1000000.0,2000000.0,400.0,0.0,-3.0
V05-0170_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,1000000.0,6000000.0,150.0,0.0,-3.0
V05-0171_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,approach_landing,150000.0,1.0,18.0,95000.0,8000000.0,1000000.0,6000000.0,400.0,0.0,-3.0
