altitude_m,delta_isa_K,temperature_K,pressure_Pa,density_kg_m3,speed_of_sound_mps
0.0,0.0,288.15,101325.0,1.225000018124288,340.293988026089
1000.0,0.0,281.65,89874.56291621955,1.1116425003060326,336.43397148578794
3000.0,0.0,268.65,70108.52649606044,0.90912186121629,328.577928254014
6000.0,0.0,249.14999999999998,47181.00218522916,0.6596967989314693,316.42836722503245
9000.0,0.0,229.64999999999998,30742.432612096898,0.46634775091535224,303.79329853322963
10668.0,0.0,218.808,23842.27292089148,0.3795968196295939,296.53541125899955
12000.0,0.0,210.14999999999998,19283.776890781737,0.3196692119580331,290.60940260545595
