case_id,propulsion_case,classification_basis,scope,segment_name,constraint_flag,value,threshold
V05-0014_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-160182.61732821786,0.0
V05-0014_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-94120.74726379325,0.0
V05-0015_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0015_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0015_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0015_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0015_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0015_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0015_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0015_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0015_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0015_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_net_thrust,0.0,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-77057.19997620893,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-42936.787017167604,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8671.253046871869,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41709.53163956947,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,56911.91906236186,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146459.68075108583,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,56911.91906236186,0.0
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-77057.19997620893,0.0
V05-0016_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0016_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0016_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0016_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0016_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0016_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0016_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0016_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0016_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0016_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-1898.5074987584085,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,unmet_electric_load,50453.33499661669,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7652.3602659819735,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40967.66373910538,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-148370.73627487203,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,401999.99999999994,0.0
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40967.66373910538,0.0
V05-0017_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0017_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0017_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0017_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0017_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0017_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0017_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0017_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0017_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0017_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-3875.8795322774968,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-9163.02470087482,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42068.16183832049,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-140938.0470509431,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,8000.0,0.0
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-42068.16183832049,0.0
V05-0018_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0018_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0018_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0018_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0018_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0018_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0018_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0018_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0018_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0018_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11328.547572836469,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8154.049420324212,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41332.74771753933,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-169777.62432557126,0.0
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41332.74771753933,0.0
V05-0019_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0019_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0019_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0019_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0019_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0019_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0019_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0019_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0019_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0019_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-51756.53075580331,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11339.028395956804,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8160.740339841621,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41337.61943897144,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-169813.04764992965,0.0
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-51756.53075580331,0.0
V05-0020_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0020_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0020_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0020_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0020_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0020_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0020_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0020_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0020_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0020_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-51756.53075580331,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11339.028395956804,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8160.740339841621,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41337.61943897144,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-169813.04764992965,0.0
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-51756.53075580331,0.0
V05-0021_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0021_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0021_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0021_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0021_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0021_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0021_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0021_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0021_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0021_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-1982.0688639253494,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7950.532675389724,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41184.598689549806,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-145447.59201470713,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41184.598689549806,0.0
V05-0022_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0022_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0022_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0022_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0022_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0022_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0022_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0022_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0022_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0022_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2767.1125510568527,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8451.887221703553,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41549.673239622294,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-148102.1342512753,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41549.673239622294,0.0
V05-0023_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0023_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0023_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0023_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0023_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0023_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0023_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0023_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0023_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0023_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2295.3930659753387,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8150.414414320112,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41330.10106467904,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146505.56341178864,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41330.10106467904,0.0
V05-0024_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0024_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0024_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0024_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0024_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0024_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0024_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0024_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0024_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0024_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2295.3930659753387,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8150.414414320112,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41330.10106467904,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146505.56341178864,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41330.10106467904,0.0
V05-0025_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0025_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0025_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0025_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0025_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0025_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0025_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0025_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0025_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0025_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2295.3930659753387,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8150.414414320112,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41330.10106467904,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146505.56341178864,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41330.10106467904,0.0
V05-0026_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0026_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0026_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0026_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0026_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0026_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0026_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0026_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0026_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0026_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2295.3930659753387,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8150.414414320112,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41330.10106467904,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146505.56341178864,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41330.10106467904,0.0
V05-0027_baseline,baseline_fixed_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0027_baseline,baseline_fixed_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6843.790576914114,0.0
V05-0027_baseline,baseline_fixed_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39897.2915536737,0.0
V05-0027_baseline,baseline_fixed_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-104611.55537619304,0.0
V05-0027_baseline,baseline_fixed_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39897.2915536737,0.0
V05-0027_adaptive,adaptive_cycle_turbofan,raw,mission,,low_thrust_margin,1.0,0.0
V05-0027_adaptive,adaptive_cycle_turbofan,raw,segment,cruise,low_thrust_margin,-6076.179799731675,0.0
V05-0027_adaptive,adaptive_cycle_turbofan,raw,segment,descent,low_thrust_margin,-39823.36356221416,0.0
V05-0027_adaptive,adaptive_cycle_turbofan,raw,segment,approach_landing,low_thrust_margin,-102980.47687972552,0.0
V05-0027_adaptive,adaptive_cycle_turbofan,corrected,mission,descent,corrected_low_thrust_margin,-39823.36356221416,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-2295.3930659753387,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8150.414414320112,0.0
