case_id,propulsion_case,classification_basis,scope,segment_name,constraint_flag,value,threshold
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41330.10106467904,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-146505.56341178864,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,287117.0432304107,0.0
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41330.10106467904,0.0
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4489.378017960771,0.0
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40596.11857131867,0.0
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108598.74510943069,0.0
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40596.11857131867,0.0
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4489.378017960771,0.0
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40596.11857131867,0.0
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108598.74510943069,0.0
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40596.11857131867,0.0
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4489.378017960771,0.0
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40596.11857131867,0.0
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108598.74510943069,0.0
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40596.11857131867,0.0
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4489.378017960771,0.0
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40596.11857131867,0.0
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108598.74510943069,0.0
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40596.11857131867,0.0
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6453.077211815427,0.0
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41684.266795186035,0.0
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116510.76037826852,0.0
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41684.266795186035,0.0
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6453.077211815427,0.0
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41684.266795186035,0.0
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116510.76037826852,0.0
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41684.266795186035,0.0
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6453.077211815427,0.0
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41684.266795186035,0.0
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116510.76037826852,0.0
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41684.266795186035,0.0
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6453.077211815427,0.0
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41684.266795186035,0.0
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116510.76037826852,0.0
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41684.266795186035,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-10235.83352977081,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4911.203827209603,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40826.521503953554,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,149610.959531181,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-171957.77221355223,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,149610.959531181,0.0
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40826.521503953554,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11015.188105860972,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-5564.980493876268,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41187.23258168188,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,149610.959531181,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-174580.5012271699,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,149610.959531181,0.0
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,approach_landing,corrected_low_thrust_margin,-41355.94072731005,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-49559.8411558033,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-10246.20630853744,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-4919.937170664911,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40831.31102478136,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-166131.65489473857,0.0
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-49559.8411558033,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-51128.90515580331,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11025.638059165969,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-5573.713837331583,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41192.08081722705,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-168754.81198587024,0.0
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-51128.90515580331,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-12591.22907810651,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6872.533827209605,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41921.84085963268,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-174061.1553583963,0.0
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41921.84085963268,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-13387.91547426187,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7526.310493876263,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42295.73805985517,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-176780.02181065746,0.0
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-42295.73805985517,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-54267.03315580331,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-12601.833380488228,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6881.26717066492,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41926.80652461255,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-174097.26360677712,0.0
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-54267.03315580331,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-55836.09715580329,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-13398.596951181986,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7535.043837331577,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42300.762439552374,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-176816.55813655237,0.0
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-55836.09715580329,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,unmet_electric_load,34833.333333333336,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-10022.458793211612,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,unmet_electric_load,607261.0460236444,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-5303.469827209599,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41042.420705690776,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,804000.0,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-178269.8664258883,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,804000.0,0.0
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,approach_landing,corrected_low_thrust_margin,-47502.78714763286,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,unmet_electric_load,34833.333333333336,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-11593.877946773107,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,unmet_electric_load,607261.0460236444,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6611.023160542936,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41773.512684309826,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,804000.0,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-183585.82524146215,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,804000.0,0.0
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,approach_landing,corrected_low_thrust_margin,-49400.08368561877,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_net_thrust,0.0,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-74232.88477620891,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-41522.93737517399,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-5321.038630348623,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41052.12741742075,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,222248.2108285679,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-153553.9884493109,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,222248.2108285679,0.0
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-74232.88477620891,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_net_thrust,0.0,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-77371.01277620891,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-43095.03687650457,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-6628.59196368196,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41783.45562797449,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,222248.2108285679,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-158871.66958569144,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,222248.2108285679,0.0
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-77371.01277620891,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,unmet_electric_load,34833.333333333336,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-10532.79341180058,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,unmet_electric_load,363912.5868589788,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7264.799827209608,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42145.651734866406,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,551339.5838660474,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-176394.01641216702,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,551339.5838660474,0.0
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-42145.651734866406,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,unmet_electric_load,1.0,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,unmet_electric_load,34833.333333333336,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-12138.87620549246,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,unmet_electric_load,363912.5868589788,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8572.35316054293,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42903.11595847373,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,551339.5838660474,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-181902.25010502798,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,unmet_electric_load,551339.5838660474,0.0
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-42903.11595847373,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_net_thrust,0.0,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-78940.07677620892,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-43889.75253720247,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-7282.368630348625,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42155.71279449845,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-145616.71237149564,0.0
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-78940.07677620892,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_net_thrust,0.0,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,takeoff,low_thrust_margin,-82078.20477620892,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,climb,low_thrust_margin,-45496.51567866343,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,cruise,low_thrust_margin,-8589.921963681954,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-42913.41325004051,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_net_thrust,0.0,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-151126.66838516324,0.0
V05-0051_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,takeoff,corrected_low_thrust_margin,-82078.20477620892,0.0
V05-0052_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0052_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40574.13004634717,0.0
V05-0052_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108438.87295227003,0.0
V05-0052_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40574.13004634717,0.0
V05-0053_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0053_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40574.13004634717,0.0
V05-0053_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108438.87295227003,0.0
V05-0053_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40574.13004634717,0.0
V05-0054_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0054_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40574.13004634717,0.0
V05-0054_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108438.87295227003,0.0
V05-0054_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40574.13004634717,0.0
V05-0055_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0055_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-40574.13004634717,0.0
V05-0055_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-108438.87295227003,0.0
V05-0055_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-40574.13004634717,0.0
V05-0056_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0056_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41668.50246948452,0.0
V05-0056_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116396.13118320919,0.0
V05-0056_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41668.50246948452,0.0
V05-0057_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0057_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41668.50246948452,0.0
V05-0057_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116396.13118320919,0.0
V05-0057_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41668.50246948452,0.0
V05-0058_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0058_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41668.50246948452,0.0
V05-0058_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116396.13118320919,0.0
V05-0058_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41668.50246948452,0.0
V05-0059_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
V05-0059_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,descent,low_thrust_margin,-41668.50246948452,0.0
V05-0059_hybrid,adaptive_cycle_plus_hybrid_electric,raw,segment,approach_landing,low_thrust_margin,-116396.13118320919,0.0
V05-0059_hybrid,adaptive_cycle_plus_hybrid_electric,corrected,mission,descent,corrected_low_thrust_margin,-41668.50246948452,0.0
V05-0060_hybrid,adaptive_cycle_plus_hybrid_electric,raw,mission,,low_thrust_margin,1.0,0.0
